"crash_unit_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"754976","JC463409","2019-10-06T13:00:00","1","DRIVER",,"717141",,"LINCOLN-CONTINENTAL","MKX","IL","2016","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,"true","true",,,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754977","JC463409","2019-10-06T13:00:00","2","PARKED",,"717162",,"CADILLAC","Escalade","IL","2018","UNKNOWN","PASSENGER","TAXI/FOR HIRE","N","PARKED",,,"0",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754424","JC462228","2019-10-06T13:00:00","1","DRIVER",,"716639",,"HYUNDAI","SONATA","IL","2019","NONE","PASSENGER","PERSONAL","UNKNOWN","STRAIGHT AHEAD",,,"1",,,,,,,,,"true","true",,,,,,,"false","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754425","JC462228","2019-10-06T13:00:00","2","PARKED",,"716646",,"CHEVROLET","UNKNOWN","IL","2018","NONE","PASSENGER","UNKNOWN/NA","N","PARKED",,,"0",,,,,,,,,,"true","true",,,,,,"true","SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754400","JC462202","2019-10-06T13:00:00","1","DRIVER",,"716613",,"CHEVROLET","SILVERADO","IL","2016","NONE","PICKUP","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754376","JC462157","2019-10-06T13:00:00","1","DRIVER","1","716588",,"CHEVROLET","TRAVERSE","IN","2014","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754377","JC462157","2019-10-06T13:00:00","2","DRIVER","3","716592",,"KIA MOTORS CORP","Optima","IL","2019","NONE","PASSENGER","OTHER","N","SLOW/STOP IN TRAFFIC",,,"4",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754366","JC462134","2019-10-06T13:00:00","1","DRIVER",,"716574",,"CHEVROLET","HHR","IL","2007","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"true",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754367","JC462134","2019-10-06T13:00:00","2","DRIVER",,"716581",,"CHEVROLET","TAHOE","IL","2017","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,"true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754362","JC462111","2019-10-06T12:54:00","1","DRIVER",,"716572",,"CHEVROLET","UPLANDER","IL","2007","UNKNOWN","VAN/MINI-VAN","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754363","JC462111","2019-10-06T12:54:00","2","DRIVER",,"716584",,"FORD","FUSION","IL","2016","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754383","JC462158","2019-10-06T12:50:00","2","DRIVER","1","716593",,"INFINITI","G25","IN","2012","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"true","true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754351","JC462119","2019-10-06T12:50:00","1","DRIVER",,"716570",,"FORD","ESCAPE (SUV)","IL","2009","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754352","JC462119","2019-10-06T12:50:00","2","DRIVER",,"716583",,"HYUNDAI","SONATA","IL","2017","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754397","JC462129","2019-10-06T12:45:00","1","DRIVER",,"716607",,"VOLKSWAGEN","Touareg","IL","2012","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754391","JC462129","2019-10-06T12:45:00","2","DRIVER","1","716611",,"SUBARU","LEGACY","IL","2015","NONE","PASSENGER","PERSONAL","SW","STRAIGHT AHEAD","true",,"2",,,,,,,"true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754675","JC462135","2019-10-06T12:40:00","1","DRIVER","3","716881",,"CHEVROLET","MALIBU (CHEVELLE)","IL","2012","UNKNOWN","PASSENGER","RIDESHARE SERVICE","E","TURNING LEFT","true",,"4",,"OWNER",,,"true","true","true","true",,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754368","JC462125","2019-10-06T12:40:00","1","DRIVER","2","716579",,"HYUNDAI","ELANTRA","IL","2017","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"3",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754369","JC462125","2019-10-06T12:40:00","2","DRIVER",,"716587",,"FORD","FUSION","IL","2012","NONE","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"true","true",,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754409","JC462220","2019-10-06T12:30:00","2","PARKED",,"716620",,"HYUNDAI","ELANTRA","IL","2018","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,"true","true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754348","JC462108","2019-10-06T12:18:00","2","DRIVER","3","716564",,"DODGE","CARAVAN","IL","2017","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","W","SLOW/STOP IN TRAFFIC",,,"4",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754360","JC462126","2019-10-06T12:15:00","1","DRIVER",,"716573",,"HYUNDAI","UNKNOWN","IL","2012","UNKNOWN","PASSENGER","UNKNOWN/NA","E","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,"true",,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754361","JC462126","2019-10-06T12:15:00","2","DRIVER","1","716582",,"DODGE","RAM 1500 PU","IN","2019","UNKNOWN","TRUCK - SINGLE UNIT","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754378","JC462124","2019-10-06T12:15:00","1","PARKED",,"716590",,"HONDA","ACCORD","IL","2013","UNKNOWN","PASSENGER","PERSONAL","E","PARKED","true",,"0",,"PRIVATE TOW","UNKNOWN",,,,,,,,,,"true","true","true",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754321","JC482061","2019-10-06T12:03:00","2","PARKED",,"716540",,"TOYOTA MOTOR COMPANY, LTD.","4RUNNER","IL","2015","NONE","PASSENGER","NOT IN USE","E","PARKED",,,"0",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754389","JC462140","2019-10-06T12:00:00","2","PARKED","1","716599",,"INFINITI","UNKNOWN","IL","2013","UNKNOWN","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754358","JC462115","2019-10-06T12:00:00","2","DRIVER","1","716580",,"CHEVROLET","COBALT","IL","2008","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true",,,,,,"true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754359","JC462115","2019-10-06T12:00:00","3","DRIVER","1","716589",,"HYUNDAI","Santa Fe","IL","2007","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754337","JC462088","2019-10-06T12:00:00","1","DRIVER","4","716555",,"AUDI","A4","IL","2006","NONE","PASSENGER","PERSONAL","N","CHANGING LANES",,,"5",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754338","JC462088","2019-10-06T12:00:00","2","DRIVER",,"716557",,"BMW","528I","IL","2012","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754380","JC462097","2019-10-06T11:50:00","1","DRIVER",,"716603",,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2012","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","true",,"1",,"OWNER",,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754381","JC462097","2019-10-06T11:50:00","2","DRIVER",,"716610",,"HYUNDAI","SONATA","IL","2018","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"true",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754335","JC462064","2019-10-06T11:48:00","1","DRIVER",,"716556",,"KIA MOTORS CORP","SORENTO","IL","2017","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","U-TURN",,,"1",,,,,,,,,,,,,"true",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754336","JC462064","2019-10-06T11:48:00","2","DRIVER",,"716569",,"DODGE","CARAVAN","IL","2006","UNKNOWN","VAN/MINI-VAN","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754340","JC462105","2019-10-06T11:45:00","1","DRIVER",,"716878",,"TOYOTA MOTOR COMPANY, LTD.","4RUNNER","IL","2015","NONE","UNKNOWN/NA","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754341","JC462105","2019-10-06T11:45:00","2","DRIVER","1","716880",,"VOLKSWAGEN","JETTA","IL","2015","NONE","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754342","JC462052","2019-10-06T11:35:00","1","DRIVER",,"716560",,"CHEVROLET","CRUZE","IL","2014","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD","true",,"1",,,,,,,,,,,"true","true","true","false",,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754343","JC462052","2019-10-06T11:35:00","2","DRIVER",,"716566",,"JEEP","CHEROKEE","IL","2012","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754384","JC462159","2019-10-06T11:30:00","1","DRIVER",,"716609",,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2008","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","BACKING",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754334","JC462055","2019-10-06T11:30:00","2","DRIVER",,"716559",,"FORD","Focus","IL","2017","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754354","JC462044","2019-10-06T11:21:00","2","DRIVER",,"716591",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2011","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"false","false","false","false","false",,"true","true","true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754355","JC462044","2019-10-06T11:21:00","3","PARKED",,"716606",,"CADILLAC","UNKNOWN","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754356","JC462044","2019-10-06T11:21:00","4","PARKED",,"716615",,"CHRYSLER","300","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754319","JC462054","2019-10-06T11:20:00","2","DRIVER","4","716539",,"KIA MOTORS CORP","SOUL","IL","2017","NONE","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"5",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754308","JC462042","2019-10-06T11:18:00","1","DRIVER",,"716526",,"SUBARU","LEGACY","IL","2011","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754309","JC462042","2019-10-06T11:18:00","2","DRIVER",,"716534",,"NISSAN","UNKNOWN","IL","2018","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"true",,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754531","JC462440","2019-10-06T11:15:00","1","DRIVER",,"716739",,"DODGE","UNKNOWN","WI","2018","NONE","TRUCK - SINGLE UNIT","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754532","JC462440","2019-10-06T11:15:00","2","DRIVER",,"716742",,"NISSAN","SENTRA (DATSUN AND NISSAN HAVE MERGED)","IL","2014","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,"true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754297","JC462038","2019-10-06T11:15:00","1","DRIVER",,"716517",,"DODGE","RAM 1500 PU","WI","2018","NONE","TRUCK - SINGLE UNIT","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754305","JC462032","2019-10-06T11:15:00","1","DRIVER",,"716524",,"TOYOTA MOTOR COMPANY, LTD.","Prius","IL","2009","NONE","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,,"true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754306","JC462032","2019-10-06T11:15:00","2","DRIVER",,"716532",,"LINCOLN-CONTINENTAL","MKZ",,"2015","NONE","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"1",,,,,,,,,,"true",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"757800","JC468769","2019-10-06T11:00:00","1","DRIVER",,"719835",,"LAND ROVER","UNKNOWN","WI","2011","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","BACKING",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"757801","JC468769","2019-10-06T11:00:00","2","PARKED","1","719823",,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL","2014","NONE","PASSENGER","PERSONAL","E","PARKED",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754310","JC462025","2019-10-06T11:00:00","1","DRIVER",,"716530",,"NISSAN","VERSA","IL","2009","NONE","PASSENGER","PERSONAL","N","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,"true",,,"UNDER CARRIAGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754311","JC462025","2019-10-06T11:00:00","2","DRIVER",,"716538",,"JEEP","CHEROKEE","IL","2018","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,"true","true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754307","JC462003","2019-10-06T10:45:00","1","DRIVER","1","716535",,"FORD","CROWN VICTORIA","IL","2011","NONE","PASSENGER","PERSONAL","E","TURNING LEFT",,,"2",,,,"true",,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754302","JC461996","2019-10-06T10:44:00","2","DRIVER",,"716529",,"NISSAN","ROGUE","IL","2009","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754497","JC462390","2019-10-06T10:42:00","3","PARKED",,"716703",,"NISSAN","SENTRA (DATSUN AND NISSAN HAVE MERGED)","IL","2013","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,,,"true","true","true","false",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754276","JC462004","2019-10-06T10:40:00","1","DRIVER",,"716494",,"LEXUS","IS200","IL","2017","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754277","JC462004","2019-10-06T10:40:00","2","DRIVER","1","716513",,"UNKNOWN","UNKNOWN","IL","2019","NONE","OTHER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754304","JC461987","2019-10-06T10:24:00","2","DRIVER",,"716553",,"INFINITI","UNKNOWN","IL","2013","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","true",,"1",,,,,,,,,,,"true","true","true",,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754370","JC462193","2019-10-06T10:15:00","1","DRIVER",,"716585",,"CHEVROLET","SILVERADO","IL","2012","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"true","OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754371","JC462193","2019-10-06T10:15:00","2","DRIVER","1","716595",,"HONDA","ACCORD","IL","2009","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true","true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754256","JC461971","2019-10-06T10:15:00","1","DRIVER",,"716478",,"NISSAN","Murano","IL","2010","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","SW","TURNING LEFT",,,"1",,,,,"true","true","true",,,,,,,,,"true",,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754257","JC461971","2019-10-06T10:15:00","2","DRIVER",,"716483",,"GENERAL MOTORS CORP.","ACADIA","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"false",,,,,,,,,,"true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754278","JC462008","2019-10-06T10:10:00","1","DRIVER",,"716497",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2007","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754279","JC462008","2019-10-06T10:10:00","2","DRIVER",,"716501",,"HONDA","AMERICAN HONDA MOTOR CO., INC.","IL","2013","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"true",,,,"true","true","true","false",,,"true","true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754280","JC462008","2019-10-06T10:10:00","3","DRIVER","3","716506",,"HONDA","CIVIC","KY","2015","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"4",,,,,"true",,,,"true","true","true",,,,"true","true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754284","JC461967","2019-10-06T10:06:00","2","DRIVER",,"716500",,"HONDA","CIVIC",,"2006","NONE","PASSENGER","PERSONAL","S","BACKING","true",,"1",,,,,,,,,,,,,,,"false","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"756237","JC466034","2019-10-06T10:00:00","2","PARKED",,"718345",,"VOLKSWAGEN","CC","IL","2010","NONE","PASSENGER","PERSONAL","E","PARKED",,,"0",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754267","JC461954","2019-10-06T10:00:00","2","DRIVER","1","716509",,"HONDA","ACCORD","IL","2013","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,"true","true","true","true",,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754249","JC461961","2019-10-06T09:50:00","1","DRIVER",,"716473",,"FORD","ESCAPE (SUV)","IL","2017","NONE","PASSENGER","PERSONAL","E","TURNING RIGHT",,,"1",,,,"true",,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754245","JC461951","2019-10-06T09:48:00","1","DRIVER",,"716472",,"BUICK","UNKNOWN","IL","2012","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","true",,"1",,"UNIQUE INS. CO.","UNK",,,,,,,,,,,"true","true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754246","JC461951","2019-10-06T09:48:00","2","DRIVER",,"716477",,"SUBARU","UNKNOWN","WI","2014","UNKNOWN","PASSENGER","PERSONAL","S","CHANGING LANES",,,"1",,,,,,,,,,,,"true","true","true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754273","JC461986","2019-10-06T09:30:00","2","PARKED",,"716493",,"HONDA","ACCORD","IL","2008","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,"true",,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754274","JC461986","2019-10-06T09:30:00","3","PARKED",,"716503",,"LEXUS","ES350","IL","2019","NONE","PASSENGER","PERSONAL","N","PARKED",,,"0",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754271","JC461984","2019-10-06T09:30:00","2","PARKED",,"716492",,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL","2017","NONE","PASSENGER","PERSONAL","W","PARKED",,,"0",,,,,,"true","true","true",,,,,,,,,,"FRONT-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754239","JC461945","2019-10-06T09:30:00","1","DRIVER",,"716469",,"BUICK","ENCLAVE","IL","2017","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754240","JC461945","2019-10-06T09:30:00","2","DRIVER",,"716476",,"CHEVROLET","UNKNOWN","IL","2016","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","true",,"1",,,,,,,"true","true","true","true",,,,,"true","true",,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754254","JC461932","2019-10-06T09:10:00","1","DRIVER",,"716479",,"AM GENERAL/HUMMER","H3","IL","2009","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","PASSING/OVERTAKING",,,"1",,,,,,,"true",,,,,,,"false","false","false",,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754789","JC463071","2019-10-06T09:00:00","2","PARKED",,"716979",,"JEEP","PATRIOT","IL","2017","NONE","SPORT UTILITY VEHICLE (SUV)","NOT IN USE","E","PARKED",,,"0",,,,,,,,,,,,,"true",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"754441","JC462261","2019-10-06T09:00:00","2","PARKED",,"716657",,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL","2019","NONE","PASSENGER","NOT IN USE","UNKNOWN","PARKED",,,"0",,,,,,,,,,,"true","true","true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
